"date","temp","temp_min","temp_max"
2020-09-06,16.5,14,19
2020-09-07,19,14,24
2020-09-08,21,16,26
2020-09-09,22.5,18,27
2020-09-10,21.5,18,25
2020-09-11,23,18,28
2020-09-12,21,17,25
2020-09-13,26,20,32
2020-09-14,29,22,36
2020-09-15,28,22,34
2020-09-16,26.5,22,31
2020-09-17,23,18,28
2020-09-18,22,17,27
2020-09-19,24,21,27
2020-09-20,23,19,27
2020-09-21,24,20,28
2020-09-22,22.5,18,27
2020-09-23,19,17,21
2020-09-24,15,13,17
2020-09-25,12,11,13
2020-09-26,11.5,10,13
2020-09-27,12.5,11,14
2020-09-28,14,13,15
2020-09-29,15.5,13,18
2020-09-30,17,15,19
2020-10-01,15.5,14,17
2020-10-02,13.5,11,16
2020-10-03,12.5,11,14
2020-10-04,13,11,15
2020-10-05,12,11,13
2020-10-06,14.5,13,16
2020-10-07,14,12,16
2020-10-08,16.5,15,18
2020-10-09,16.5,15,18
2020-10-10,13,11,15
2020-10-11,12.5,10,15
2020-10-12,12,9,15
2020-10-13,11,10,12
2020-10-14,11.5,9,14
2020-10-15,9.5,8,11
2020-10-16,10.5,8,13
2020-10-17,10,8,12
2020-10-18,12.5,10,15
2020-10-19,11.5,9,14
2020-10-20,15,13,17
2020-10-21,18,17,19
2020-10-22,18.5,16,21
2020-10-23,16.5,14,19
2020-10-24,14,11,17
2020-10-25,13.5,12,15
2020-10-26,11.5,9,14
2020-10-27,10,9,11
2020-10-28,13,12,14
2020-10-29,13.5,12,15
2020-10-30,15,14,16
2020-10-31,14.5,12,17
2020-11-01,15.5,14,17
2020-11-02,19,18,20
2020-11-03,11,10,12
2020-11-04,9.5,8,11
2020-11-05,9.5,7,12
2020-11-06,10,7,13
2020-11-07,13,10,16
2020-11-08,15.5,14,17
2020-11-09,14.5,12,17
2020-11-10,15.5,14,17
2020-11-11,12.5,11,14
2020-11-12,14,13,15
2020-11-13,13.5,12,15
2020-11-14,14.5,12,17
2020-11-15,14,13,15
2020-11-16,12,11,13
2020-11-17,12,10,14
2020-11-18,13,11,15
2020-11-19,10.5,9,12
2020-11-20,8.5,7,10
2020-11-21,8,6,10
2020-11-22,8.5,7,10
2020-11-23,9,7,11
2020-11-24,8.5,7,10
2020-11-25,9,7,11
2020-11-26,10,8,12
2020-11-27,9.5,7,12
2020-11-28,10.5,8,13
2020-11-29,9,7,11
2020-11-30,6.5,4,9
2020-12-01,8.5,8,9
2020-12-02,7.5,7,8
2020-12-03,6.5,6,7
2020-12-04,6.5,6,7
2020-12-05,4.5,3,6
2020-12-06,5,4,6
2020-12-07,5,4,6
2020-12-08,3,2,4
2020-12-09,4.5,3,6
2020-12-10,5,4,6
2020-12-11,8.5,7,10
2020-12-12,8,7,9
2020-12-13,6,5,7
2020-12-14,9.5,9,10
2020-12-15,10.5,10,11
2020-12-16,8.5,7,10
2020-12-17,10,9,11
2020-12-18,9,7,11
2020-12-19,10.5,10,11
2020-12-20,9,8,10
2020-12-21,9,8,10
2020-12-22,13.5,13,14
2020-12-23,12.5,12,13
2020-12-24,8,7,9
2020-12-25,5.5,5,6
2020-12-26,4,3,5
2020-12-27,7.5,7,8
2020-12-28,4.5,4,5
2020-12-29,4,3,5
2020-12-30,4,2,6
2020-12-31,5.5,5,6
2021-01-01,2.5,2,3
2021-01-02,3.5,2,5
2021-01-03,3,2,4
2021-01-04,2.5,2,3
2021-01-05,2.5,2,3
2021-01-06,2,1,3
2021-01-07,2,1,3
2021-01-08,2,1,3
2021-01-09,2,1,3
2021-01-10,2,0,4
2021-01-11,2.5,1,4
2021-01-12,7.5,6,9
2021-01-13,7,5,9
2021-01-14,8.5,8,9
2021-01-15,3.5,2,5
2021-01-16,0.5,0,1
2021-01-17,5.5,4,7
2021-01-18,4.5,3,6
2021-01-19,6,4,8
2021-01-20,8,6,10
2021-01-21,8.5,7,10
2021-01-22,6,5,7
2021-01-23,4,3,5
2021-01-24,4,3,5
2021-01-25,4,2,6
2021-01-26,3,1,5
2021-01-27,5,3,7
2021-01-28,11.5,10,13
2021-01-29,10.5,10,11
2021-01-30,10.5,9,12
2021-01-31,7,5,9
2021-02-01,9.5,9,10
2021-02-02,11.5,9,14
2021-02-03,11,10,12
2021-02-04,8.5,7,10
2021-02-05,9.5,8,11
2021-02-06,9,8,10
2021-02-07,6.5,5,8
2021-02-08,1,0,2
2021-02-09,-1.5,-3,0
2021-02-10,-2.5,-4,-1
2021-02-11,-2,-4,0
2021-02-12,-1,-2,0
2021-02-13,-1.5,-4,1
2021-02-14,-1,-3,1
2021-02-15,4,2,6
2021-02-16,6.5,4,9
2021-02-17,8.5,7,10
2021-02-18,9.5,7,12
2021-02-19,8.5,5,12
2021-02-20,12.5,9,16
2021-02-21,12,9,15
2021-02-22,11.5,10,13
2021-02-23,12.5,10,15
2021-02-24,15,11,19
2021-02-25,13.5,11,16
2021-02-26,10,9,11
2021-02-27,8,5,11
2021-02-28,9.5,6,13
2021-03-01,10,6,14
2021-03-02,11.5,6,17
2021-03-03,12.5,9,16
2021-03-04,11,10,12
2021-03-05,5,3,7
2021-03-06,5.5,2,9
2021-03-07,7.5,4,11
2021-03-08,6.5,3,10
2021-03-09,7.5,3,12
2021-03-10,7.5,5,10
2021-03-11,11.5,11,12
2021-03-12,8,5,11
2021-03-13,9.5,9,10
2021-03-14,7.5,5,10
2021-03-15,9.5,8,11
2021-03-16,8,6,10
2021-03-17,7.5,6,9
2021-03-18,6,4,8
2021-03-19,6,4,8
2021-03-20,6.5,3,10
2021-03-21,8,5,11
2021-03-22,7,4,10
2021-03-23,9.5,5,14
2021-03-24,11.5,7,16
2021-03-25,12,9,15
2021-03-26,9.5,8,11
2021-03-27,9.5,6,13
2021-03-28,13.5,9,18
2021-03-29,16,11,21
2021-03-30,18.5,13,24
2021-03-31,18.5,13,24
2021-04-01,20,16,24
2021-04-02,11,8,14
2021-04-03,8.5,4,13
2021-04-04,11,5,17
2021-04-05,8.5,6,11
2021-04-06,3.5,1,6
2021-04-07,5,2,8
2021-04-08,8.5,4,13
2021-04-09,10.5,6,15
2021-04-10,10,9,11
2021-04-11,7,4,10
2021-04-12,6,3,9
2021-04-13,7.5,4,11
2021-04-14,8,4,12
2021-04-15,7.5,4,11
2021-04-16,6,3,9
2021-04-17,8.5,4,13
2021-04-18,8.5,5,12
2021-04-19,11.5,8,15
2021-04-20,13,10,16
2021-04-21,12.5,9,16
2021-04-22,10,6,14
2021-04-23,12.5,8,17
2021-04-24,14,9,19
2021-04-25,12,7,17
2021-04-26,11.5,6,17
2021-04-27,13,8,18
2021-04-28,13,8,18
2021-04-29,9.5,7,12
2021-04-30,10.5,8,13
2021-05-01,11,7,15
2021-05-02,10,6,14
2021-05-03,11.5,8,15
2021-05-04,10.5,8,13
2021-05-05,9.5,7,12
2021-05-06,8,7,9
2021-05-07,10.5,7,14
2021-05-08,13.5,7,20
2021-05-09,19,15,23
2021-05-10,15,12,18
2021-05-11,13,11,15
2021-05-12,13,9,17
2021-05-13,12,9,15
2021-05-14,10,8,12
2021-05-15,12,9,15
2021-05-16,13,10,16
2021-05-17,12,10,14
2021-05-18,12,9,15
2021-05-19,10.5,9,12
2021-05-20,13.5,9,18
2021-05-21,13.5,10,17
2021-05-22,11.5,10,13
2021-05-23,11.5,8,15
2021-05-24,12,9,15
2021-05-25,10.5,8,13
2021-05-26,12,10,14
2021-05-27,17.5,14,21
2021-05-28,15.5,12,19
2021-05-29,17,13,21
2021-05-30,17,13,21
2021-05-31,18,15,21
2021-06-01,20,15,25
2021-06-02,18,16,20
2021-06-03,22,18,26
2021-06-04,21,17,25
2021-06-05,16.5,14,19
2021-06-06,18,13,23
2021-06-07,19,15,23
2021-06-08,20,16,24
2021-06-09,21,17,25
2021-06-10,22,18,26
2021-06-11,22,17,27
2021-06-12,21.5,18,25
2021-06-13,20.5,16,25
2021-06-14,24,19,29
2021-06-15,25,21,29
2021-06-16,25.5,21,30
2021-06-17,24.5,20,29
2021-06-18,20,19,21
2021-06-19,21.5,17,26
2021-06-20,20.5,17,24
2021-06-21,20,17,23
2021-06-22,15.5,14,17
2021-06-23,17,14,20
2021-06-24,16.5,14,19
2021-06-25,18,13,23
2021-06-26,19.5,14,25
2021-06-27,18,17,19
2021-06-28,17,15,19
2021-06-29,16.5,14,19
2021-06-30,15,14,16
2021-07-01,18.5,15,22
2021-07-02,21,18,24
2021-07-03,20,18,22
2021-07-04,17.5,17,18
2021-07-05,17.5,14,21
2021-07-06,20.5,18,23
2021-07-07,18,15,21
2021-07-08,18.5,15,22
2021-07-09,20,16,24
2021-07-10,19.5,17,22
2021-07-11,20,15,25
2021-07-12,18.5,17,20
2021-07-13,18,15,21
2021-07-14,17.5,15,20
2021-07-15,19.5,17,22
2021-07-16,18.5,16,21
2021-07-17,18,15,21
2021-07-18,22,17,27
2021-07-19,21,17,25
2021-07-20,21,17,25
2021-07-21,24,20,28
2021-07-22,24,19,29
2021-07-23,24,20,28
2021-07-24,23,20,26
2021-07-25,19.5,17,22
2021-07-26,20,16,24
2021-07-27,21,18,24
2021-07-28,19,16,22
2021-07-29,20,16,24
2021-07-30,17.5,16,19
2021-07-31,19,15,23
2021-08-01,18.5,15,22
2021-08-02,19,16,22
2021-08-03,18,15,21
2021-08-04,19.5,17,22
2021-08-05,19,15,23
2021-08-06,19,16,22
2021-08-07,18,16,20
2021-08-08,18.5,14,23
2021-08-09,18,15,21
2021-08-10,20.5,17,24
2021-08-11,24,19,29
2021-08-12,27,22,32
2021-08-13,26,21,31
2021-08-14,26,19,33
2021-08-15,27,21,33
2021-08-16,21,17,25
2021-08-17,17,15,19
2021-08-18,19.5,17,22
2021-08-19,20,18,22
2021-08-20,22.5,17,28
2021-08-21,24.5,19,30
2021-08-22,20.5,18,23
2021-08-23,19,16,22
2021-08-24,19,14,24
2021-08-25,20.5,16,25
2021-08-26,18,13,23
2021-08-27,17,14,20
2021-08-28,16.5,13,20
2021-08-29,16.5,13,20
2021-08-30,18,14,22
2021-08-31,19,13,25
2021-09-01,18.5,11,26
2021-09-02,21.5,14,29
2021-09-03,22,15,29
2021-09-04,23,18,28
2021-09-05,24.5,18,31
2021-09-06,24.5,19,30
2021-09-07,25,19,31
2021-09-08,26,19,33
2021-09-09,23.5,19,28
2021-09-10,20.5,18,23
2021-09-11,21,17,25
2021-09-12,22,15,29
2021-09-13,22.5,15,30
2021-09-14,21,18,24
2021-09-15,21,17,25
2021-09-16,18.5,13,24
2021-09-17,19,15,23
2021-09-18,19,17,21
2021-09-19,19,16,22
2021-09-20,16.5,14,19
2021-09-21,17.5,13,22
2021-09-22,17,11,23
2021-09-23,19.5,13,26
2021-09-24,19.5,15,24
2021-09-25,20.5,15,26
2021-09-26,21.5,18,25
2021-09-27,18,15,21
2021-09-28,15.5,12,19
2021-09-29,15,12,18
2021-09-30,13,9,17
2021-10-01,14.5,11,18
2021-10-02,14.5,12,17
2021-10-03,14.5,12,17
2021-10-04,15.5,12,19
2021-10-05,14.5,12,17
2021-10-06,14.5,10,19
2021-10-07,13.5,9,18
2021-10-08,14.5,10,19
2021-10-09,16,11,21
2021-10-10,14,10,18
2021-10-11,14,10,18
2021-10-12,12,9,15
2021-10-13,12.5,10,15
2021-10-14,13.5,9,18
2021-10-15,13,10,16
2021-10-16,14.5,10,19
2021-10-17,13,9,17
2021-10-18,15,11,19
2021-10-19,19.5,15,24
2021-10-20,20,18,22
2021-10-21,14,12,16
2021-10-22,9,6,12
2021-10-23,14,11,17
2021-10-24,13,8,18
2021-10-25,13,10,16
2021-10-26,13.5,10,17
2021-10-27,15,11,19
2021-10-28,15,10,20
2021-10-29,14.5,12,17
2021-10-30,12,10,14
2021-10-31,14,10,18
2021-11-01,12.5,10,15
2021-11-02,11,10,12
2021-11-03,10.5,7,14
2021-11-04,9,6,12
2021-11-05,10,8,12
2021-11-06,9.5,6,13
2021-11-07,11.5,10,13
2021-11-08,11,9,13
2021-11-09,10,6,14
2021-11-10,10.5,6,15
2021-11-11,9.5,6,13
2021-11-12,10.5,6,15
2021-11-13,11.5,11,12
2021-11-14,11.5,10,13
2021-11-15,9.5,7,12
2021-11-16,8,6,10
2021-11-17,10.5,9,12
2021-11-18,9,6,12
2021-11-19,10.5,9,12
2021-11-20,13,10,16
2021-11-21,8.5,8,9
2021-11-22,6.5,4,9
2021-11-23,5.5,2,9
2021-11-24,5.5,3,8
2021-11-25,4.5,2,7
2021-11-26,5.5,4,7
2021-11-27,4.5,4,5
2021-11-28,4,2,6
2021-11-29,4,2,6
2021-11-30,5,2,8
2021-12-01,9,8,10
2021-12-02,5,4,6
2021-12-03,3,2,4
2021-12-04,9.5,8,11
2021-12-05,5,4,6
2021-12-06,5.5,5,6
2021-12-07,4.5,3,6
2021-12-08,5.5,4,7
2021-12-09,5,3,7
2021-12-10,7,6,8
2021-12-11,6,4,8
2021-12-12,9,6,12
2021-12-13,9,5,13
2021-12-14,8,5,11
2021-12-15,10,8,12
2021-12-16,8,5,11
2021-12-17,8,5,11
2021-12-18,8,5,11
2021-12-19,6,4,8
2021-12-20,5.5,4,7
2021-12-21,3.5,0,7
2021-12-22,2.5,-1,6
2021-12-23,4.5,1,8
2021-12-24,8,7,9
2021-12-25,9,8,10
2021-12-26,9.5,9,10
2021-12-27,9.5,8,11
2021-12-28,11.5,11,12
2021-12-29,13.5,12,15
2021-12-30,13.5,13,14
2021-12-31,12.5,9,16
2022-01-01,12,9,15
2022-01-02,12.5,11,14
2022-01-03,11,10,12
2022-01-04,11,7,15
2022-01-05,4.5,3,6
2022-01-06,5,3,7
2022-01-07,6.5,5,8
2022-01-08,7,4,10
2022-01-09,5.5,4,7
2022-01-10,6,4,8
2022-01-11,3.5,1,6
2022-01-12,4,3,5
2022-01-13,5,1,9
2022-01-14,6.5,2,11
2022-01-15,5.5,3,8
2022-01-16,4.5,2,7
2022-01-17,8.5,6,11
2022-01-18,6.5,2,11
2022-01-19,4,1,7
2022-01-20,4.5,3,6
2022-01-21,3.5,1,6
2022-01-22,5,1,9
2022-01-23,5,3,7
2022-01-24,5.5,1,10
2022-01-25,6.5,2,11
2022-01-26,5.5,1,10
2022-01-27,5,1,9
2022-01-28,7.5,5,10
2022-01-29,8.5,5,12
2022-01-30,7,4,10
2022-01-31,7.5,6,9
2022-02-01,6,3,9
2022-02-02,10,9,11
2022-02-03,7.5,6,9
2022-02-04,9,8,10
2022-02-05,6.5,4,9
2022-02-06,9,7,11
2022-02-07,7,4,10
2022-02-08,6.5,4,9
2022-02-09,9,4,14
2022-02-10,8,5,11
2022-02-11,6,3,9
2022-02-12,5,2,8
2022-02-13,7,2,12
2022-02-14,9.5,8,11
2022-02-15,7,4,10
2022-02-16,12,10,14
2022-02-17,10.5,8,13
2022-02-18,12,11,13
2022-02-19,7,4,10
2022-02-20,10,8,12
2022-02-21,7.5,4,11
2022-02-22,8,6,10
2022-02-23,8.5,5,12
2022-02-24,9.5,7,12
2022-02-25,6,3,9
2022-02-26,7,3,11
2022-02-27,6.5,1,12
2022-02-28,7,2,12
2022-03-01,7.5,4,11
2022-03-02,7.5,6,9
2022-03-03,9,6,12
2022-03-04,9,5,13
2022-03-05,7.5,3,12
2022-03-06,7,3,11
2022-03-07,5.5,1,10
2022-03-08,7,1,13
2022-03-09,10.5,5,16
2022-03-10,11,7,15
2022-03-11,10,9,11
2022-03-12,9,7,11
2022-03-13,8,7,9
2022-03-14,8,4,12
2022-03-15,12,9,15
2022-03-16,14,9,19
2022-03-17,10.5,9,12
2022-03-18,11,5,17
2022-03-19,12,6,18
2022-03-20,10.5,5,16
2022-03-21,12.5,9,16
2022-03-22,13.5,8,19
2022-03-23,13.5,8,19
2022-03-24,14,9,19
2022-03-25,14,8,20
2022-03-26,14.5,8,21
2022-03-27,15,9,21
2022-03-28,16,10,22
2022-03-29,15.5,12,19
2022-03-30,9,6,12
2022-03-31,7.5,7,8
2022-04-01,2,1,3
2022-04-02,2.5,1,4
2022-04-03,4.5,0,9
2022-04-04,6.5,2,11
2022-04-05,10.5,7,14
2022-04-06,10,6,14
2022-04-07,10,9,11
2022-04-08,6.5,4,9
2022-04-09,7.5,4,11
2022-04-10,9,3,15
2022-04-11,10.5,5,16
2022-04-12,14.5,9,20
2022-04-13,15,12,18
2022-04-14,16.5,10,23
2022-04-15,16,11,21
2022-04-16,15.5,11,20
2022-04-17,13,7,19
2022-04-18,13.5,8,19
2022-04-19,14,9,19
2022-04-20,13.5,9,18
2022-04-21,12,7,17
2022-04-22,12.5,8,17
2022-04-23,13.5,10,17
2022-04-24,11.5,10,13
2022-04-25,12.5,9,16
2022-04-26,12.5,8,17
2022-04-27,12,6,18
2022-04-28,14,8,20
2022-04-29,14.5,10,19
2022-04-30,12.5,7,18
2022-05-01,13,8,18
2022-05-02,13,9,17
2022-05-03,14.5,10,19
2022-05-04,15,11,19
2022-05-05,15.5,10,21
2022-05-06,16,10,22
2022-05-07,16,12,20
2022-05-08,14.5,10,19
2022-05-09,18,11,25
2022-05-10,20,15,25
2022-05-11,19,14,24
2022-05-12,17,12,22
2022-05-13,17,11,23
2022-05-14,18,11,25
2022-05-15,19,13,25
2022-05-16,20,15,25
2022-05-17,22,16,28
2022-05-18,22.5,17,28
2022-05-19,21.5,18,25
2022-05-20,19.5,16,23
2022-05-21,19,12,26
2022-05-22,18.5,13,24
2022-05-23,17.5,16,19
2022-05-24,14.5,10,19
2022-05-25,15.5,10,21
2022-05-26,18,13,23
2022-05-27,18,12,24
2022-05-28,15,10,20
2022-05-29,11.5,7,16
2022-05-30,13,7,19
2022-05-31,17,13,21
2022-06-01,17,11,23
2022-06-02,17.5,11,24
2022-06-03,19.5,14,25
2022-06-04,22.5,16,29
2022-06-05,21,17,25
2022-06-06,18,13,23
2022-06-07,18,14,22
2022-06-08,18,14,22
2022-06-09,16,12,20
2022-06-10,21.5,14,29
2022-06-11,22,16,28
2022-06-12,20,13,27
2022-06-13,19,12,26
2022-06-14,20.5,13,28
2022-06-15,24,15,33
2022-06-16,24,17,31
2022-06-17,27,18,36
2022-06-18,32.5,23,42
2022-06-19,26,19,33
2022-06-20,20,13,27
2022-06-21,22,15,29
2022-06-22,23.5,17,30
2022-06-23,24.5,18,31
2022-06-24,20,16,24
2022-06-25,17.5,16,19
2022-06-26,16.5,12,21
2022-06-27,20,15,25
2022-06-28,21,13,29
2022-06-29,22,16,28
2022-06-30,15.5,13,18
2022-07-01,17,11,23
2022-07-02,21.5,14,29
2022-07-03,20.5,14,27
2022-07-04,20.5,14,27
2022-07-05,20.5,14,27
2022-07-06,20,13,27
2022-07-07,20.5,16,25
2022-07-08,19,11,27
2022-07-09,24,17,31
2022-07-10,20,13,27
2022-07-11,23.5,16,31
2022-07-12,28,19,37
2022-07-13,31,22,40
2022-07-14,27,21,33
2022-07-15,22.5,15,30
2022-07-16,24.5,16,33
2022-07-17,26.5,17,36
2022-07-18,32.5,22,43
2022-07-19,33,24,42
2022-07-20,23.5,20,27
2022-07-21,24,18,30
2022-07-22,23.5,17,30
2022-07-23,24.5,18,31
2022-07-24,27.5,19,36
2022-07-25,26,20,32
2022-07-26,21,16,26
2022-07-27,21.5,14,29
2022-07-28,23,16,30
2022-07-29,25,19,31
2022-07-30,25.5,18,33
2022-07-31,23.5,18,29
