"date","temp","temp_min","temp_max"
2017-12-16,5,4,6
2017-12-17,4.5,3,6
2017-12-18,7,6,8
2017-12-19,5,3,7
2017-12-20,6,4,8
2017-12-21,9,8,10
2017-12-22,8.5,7,10
2017-12-23,8.5,8,9
2017-12-24,8.5,8,9
2017-12-25,6.5,5,8
2017-12-26,7,6,8
2017-12-27,6,5,7
2017-12-28,4.5,3,6
2017-12-29,5.5,2,9
2017-12-30,12.5,12,13
2017-12-31,12.5,12,13
2018-01-01,8,7,9
2018-01-02,8,5,11
2018-01-03,12.5,10,15
2018-01-04,13,12,14
2018-01-05,10.5,10,11
2018-01-06,7,6,8
2018-01-07,6.5,6,7
2018-01-08,6,4,8
2018-01-09,6,4,8
2018-01-10,7.5,6,9
2018-01-11,6,5,7
2018-01-12,4.5,3,6
2018-01-13,4.5,3,6
2018-01-14,5,2,8
2018-01-15,7,4,10
2018-01-16,9.5,9,10
2018-01-17,6.5,5,8
2018-01-18,10.5,10,11
2018-01-19,6.5,5,8
2018-01-20,7,4,10
2018-01-21,8,6,10
2018-01-22,11.5,11,12
2018-01-23,9,7,11
2018-01-24,11,11,11
2018-01-25,10,9,11
2018-01-26,7,5,9
2018-01-27,6.5,4,9
2018-01-28,8.5,7,10
2018-01-29,10,9,11
2018-01-30,10,9,11
2018-01-31,9.5,9,10
2018-02-01,5,3,7
2018-02-02,5,3,7
2018-02-03,3.5,2,5
2018-02-04,3.5,3,4
2018-02-05,1,-1,3
2018-02-06,0.5,0,1
2018-02-07,-0.5,-2,1
2018-02-08,-1.5,-6,3
2018-02-09,-1.5,-4,1
2018-02-10,-0.5,-3,2
2018-02-11,5,4,6
2018-02-12,3,0,6
2018-02-13,2.5,0,5
2018-02-14,3,1,5
2018-02-15,9,8,10
2018-02-16,7,4,10
2018-02-17,6.5,4,9
2018-02-18,6.5,2,11
2018-02-19,4.5,2,7
2018-02-20,5.5,4,7
2018-02-21,4,1,7
2018-02-22,2.5,0,5
2018-02-23,1.5,-1,4
2018-02-24,3,0,6
2018-02-25,0.5,-2,3
2018-02-26,-2,-4,0
2018-02-27,-3.5,-5,-2
2018-02-28,-3.5,-6,-1
2018-03-01,0,-3,3
2018-03-02,5,2,8
2018-03-03,6,1,11
2018-03-04,6,4,8
2018-03-05,7.5,3,12
2018-03-06,8,4,12
2018-03-07,8,6,10
2018-03-08,7.5,5,10
2018-03-09,10,6,14
2018-03-10,13,10,16
2018-03-11,14,11,17
2018-03-12,11,10,12
2018-03-13,10.5,8,13
2018-03-14,10,6,14
2018-03-15,10.5,8,13
2018-03-16,10.5,7,14
2018-03-17,7,6,8
2018-03-18,0.5,-1,2
2018-03-19,0.5,-2,3
2018-03-20,2.5,-2,7
2018-03-21,4,0,8
2018-03-22,5,2,8
2018-03-23,4,2,6
2018-03-24,9,4,14
2018-03-25,10.5,6,15
2018-03-26,9.5,5,14
2018-03-27,9,7,11
2018-03-28,9.5,7,12
2018-03-29,7.5,3,12
2018-03-30,7.5,5,10
2018-03-31,8,4,12
2018-04-01,7.5,5,10
2018-04-02,11,6,16
2018-04-03,12,10,14
2018-04-04,11.5,9,14
2018-04-05,9,8,10
2018-04-06,12,5,19
2018-04-07,15.5,11,20
2018-04-08,16,11,21
2018-04-09,13,12,14
2018-04-10,13,10,16
2018-04-11,13.5,8,19
2018-04-12,12,9,15
2018-04-13,13.5,9,18
2018-04-14,13.5,10,17
2018-04-15,13.5,10,17
2018-04-16,13,9,17
2018-04-17,16,10,22
2018-04-18,20,14,26
2018-04-19,22.5,17,28
2018-04-20,24,19,29
2018-04-21,23,17,29
2018-04-22,22,18,26
2018-04-23,16,13,19
2018-04-24,16.5,12,21
2018-04-25,13,11,15
2018-04-26,11.5,8,15
2018-04-27,14,10,18
2018-04-28,13,10,16
2018-04-29,10.5,9,12
2018-04-30,8.5,7,10
2018-05-01,10,6,14
2018-05-02,12,8,16
2018-05-03,13,9,17
2018-05-04,14.5,10,19
2018-05-05,18,13,23
2018-05-06,22,16,28
2018-05-07,23,19,27
2018-05-08,24.5,21,28
2018-05-09,17.5,13,22
2018-05-10,14.5,12,17
2018-05-11,17,11,23
2018-05-12,19,16,22
2018-05-13,12,9,15
2018-05-14,12.5,11,14
2018-05-15,15.5,11,20
2018-05-16,16.5,12,21
2018-05-17,14.5,10,19
2018-05-18,13,8,18
2018-05-19,14,9,19
2018-05-20,16.5,11,22
2018-05-21,19,13,25
2018-05-22,20,16,24
2018-05-23,17.5,14,21
2018-05-24,20.5,16,25
2018-05-25,21.5,18,25
2018-05-26,23.5,19,28
2018-05-27,24.5,20,29
2018-05-28,23.5,20,27
2018-05-29,22,19,25
2018-05-30,22,18,26
2018-05-31,21.5,18,25
2018-06-01,19,17,21
2018-06-02,22,18,26
2018-06-03,21.5,18,25
2018-06-04,22,18,26
2018-06-05,20,17,23
2018-06-06,21,16,26
2018-06-07,21.5,18,25
2018-06-08,22.5,19,26
2018-06-09,22.5,18,27
2018-06-10,22.5,19,26
2018-06-11,21.5,19,24
2018-06-12,16.5,15,18
2018-06-13,15.5,12,19
2018-06-14,18,15,21
2018-06-15,19.5,16,23
2018-06-16,18.5,15,22
2018-06-17,17.5,15,20
2018-06-18,19.5,16,23
2018-06-19,20,17,23
2018-06-20,24.5,18,31
2018-06-21,18.5,17,20
2018-06-22,17,14,20
2018-06-23,16.5,12,21
2018-06-24,19,15,23
2018-06-25,19.5,15,24
2018-06-26,22.5,19,26
2018-06-27,23,18,28
2018-06-28,22.5,19,26
2018-06-29,23,19,27
2018-06-30,25,20,30
2018-07-01,26,21,31
2018-07-02,25,20,30
2018-07-03,26,22,30
2018-07-04,24.5,21,28
2018-07-05,22.5,19,26
2018-07-06,23.5,19,28
2018-07-07,25,21,29
2018-07-08,25.5,22,29
2018-07-09,22,18,26
2018-07-10,18.5,17,20
2018-07-11,17.5,15,20
2018-07-12,21,16,26
2018-07-13,21.5,17,26
2018-07-14,23.5,19,28
2018-07-15,25.5,21,30
2018-07-16,25,21,29
2018-07-17,21.5,18,25
2018-07-18,22,18,26
2018-07-19,24.5,20,29
2018-07-20,23,20,26
2018-07-21,21.5,17,26
2018-07-22,23,19,27
2018-07-23,25.5,20,31
2018-07-24,26.5,23,30
2018-07-25,27.5,22,33
2018-07-26,30.5,25,36
2018-07-27,31,27,35
2018-07-28,22.5,20,25
2018-07-29,23,19,27
2018-07-30,23.5,20,27
2018-07-31,24,20,28
2018-08-01,24,19,29
2018-08-02,26.5,20,33
2018-08-03,29.5,24,35
2018-08-04,28,23,33
2018-08-05,24.5,18,31
2018-08-06,31.5,26,37
2018-08-07,30.5,24,37
2018-08-08,22,19,25
2018-08-09,19,16,22
2018-08-10,19,15,23
2018-08-11,20.5,16,25
2018-08-12,24,18,30
2018-08-13,21,18,24
2018-08-14,21,17,25
2018-08-15,23,17,29
2018-08-16,25.5,20,31
2018-08-17,21,17,25
2018-08-18,21,16,26
2018-08-19,24,19,29
2018-08-20,22,20,24
2018-08-21,22.5,19,26
2018-08-22,25.5,20,31
2018-08-23,23,19,27
2018-08-24,17.5,15,20
2018-08-25,16,13,19
2018-08-26,17,12,22
2018-08-27,20.5,18,23
2018-08-28,23,17,29
2018-08-29,19.5,18,21
2018-08-30,18.5,15,22
2018-08-31,18.5,15,22
2018-09-01,20.5,16,25
2018-09-02,21.5,16,27
2018-09-03,20,16,24
2018-09-04,20,17,23
2018-09-05,21.5,17,26
2018-09-06,19.5,17,22
2018-09-07,17.5,14,21
2018-09-08,18.5,13,24
2018-09-09,22,15,29
2018-09-10,20.5,16,25
2018-09-11,24.5,19,30
2018-09-12,25,21,29
2018-09-13,17.5,15,20
2018-09-14,18.5,14,23
2018-09-15,19,13,25
2018-09-16,21.5,16,27
2018-09-17,24.5,18,31
2018-09-18,22.5,19,26
2018-09-19,21,17,25
2018-09-20,21,16,26
2018-09-21,18.5,17,20
2018-09-22,14.5,11,18
2018-09-23,18,15,21
2018-09-24,14,10,18
2018-09-25,13.5,10,17
2018-09-26,19,12,26
2018-09-27,22,15,29
2018-09-28,17,13,21
2018-09-29,13.5,9,18
2018-09-30,12.5,7,18
2018-10-01,12.5,10,15
2018-10-02,12.5,10,15
2018-10-03,16.5,14,19
2018-10-04,18,12,24
2018-10-05,20.5,14,27
2018-10-06,19,15,23
2018-10-07,15,14,16
2018-10-08,16,10,22
2018-10-09,18.5,12,25
2018-10-10,19.5,14,25
2018-10-11,20,16,24
2018-10-12,20.5,16,25
2018-10-13,22,18,26
2018-10-14,21.5,18,25
2018-10-15,22,18,26
2018-10-16,21,17,25
2018-10-17,18.5,15,22
2018-10-18,16.5,13,20
2018-10-19,16,11,21
2018-10-20,13.5,9,18
2018-10-21,15.5,10,21
2018-10-22,13,11,15
2018-10-23,12.5,8,17
2018-10-24,14.5,11,18
2018-10-25,15,10,20
2018-10-26,10.5,8,13
2018-10-27,8,6,10
2018-10-28,6,4,8
2018-10-29,5,3,7
2018-10-30,8,6,10
2018-10-31,8,5,11
2018-11-01,11,10,12
2018-11-02,10,7,13
2018-11-03,8.5,5,12
2018-11-04,10,6,14
2018-11-05,13.5,9,18
2018-11-06,16.5,14,19
2018-11-07,11.5,10,13
2018-11-08,10.5,8,13
2018-11-09,11.5,8,15
2018-11-10,12.5,12,13
2018-11-11,12.5,12,13
2018-11-12,11.5,11,12
2018-11-13,12.5,10,15
2018-11-14,11.5,8,15
2018-11-15,12.5,9,16
2018-11-16,11,7,15
2018-11-17,6,3,9
2018-11-18,6.5,4,9
2018-11-19,3.5,1,6
2018-11-20,3,2,4
2018-11-21,3.5,1,6
2018-11-22,4,1,7
2018-11-23,7,4,10
2018-11-24,7.5,7,8
2018-11-25,7,6,8
2018-11-26,6,5,7
2018-11-27,6,4,8
2018-11-28,11,10,12
2018-11-29,11.5,10,13
2018-11-30,11,10,12
2018-12-01,8.5,6,11
2018-12-02,15,14,16
2018-12-03,13.5,13,14
2018-12-04,11,10,12
2018-12-05,10,8,12
2018-12-06,12,11,13
2018-12-07,11.5,11,12
2018-12-08,10.5,8,13
2018-12-09,10.5,10,11
2018-12-10,8.5,7,10
2018-12-11,7.5,6,9
2018-12-12,4.5,2,7
2018-12-13,2.5,1,4
2018-12-14,3,1,5
2018-12-15,0.5,-1,2
2018-12-16,4,2,6
2018-12-17,6,4,8
2018-12-18,6.5,5,8
2018-12-19,9,8,10
2018-12-20,8,7,9
2018-12-21,13,12,14
2018-12-22,11,10,12
2018-12-23,11,9,13
2018-12-24,10.5,8,13
2018-12-25,7.5,5,10
2018-12-26,3.5,2,5
2018-12-27,3,2,4
2018-12-28,2.5,0,5
2018-12-29,3.5,1,6
2018-12-30,6.5,5,8
2018-12-31,8.5,8,9
2019-01-01,7.5,7,8
2019-01-02,6,4,8
2019-01-03,4,2,6
2019-01-04,3,1,5
2019-01-05,4,2,6
2019-01-06,5,4,6
2019-01-07,6,5,7
2019-01-08,8,7,9
2019-01-09,5,4,6
2019-01-10,3,1,5
2019-01-11,5,3,7
2019-01-12,7,5,9
2019-01-13,10,9,11
2019-01-14,8.5,7,10
2019-01-15,8,7,9
2019-01-16,5,3,7
2019-01-17,6,5,7
2019-01-18,3,1,5
2019-01-19,1.5,0,3
2019-01-20,2.5,1,4
2019-01-21,2,0,4
2019-01-22,0,-2,2
2019-01-23,0,-1,1
2019-01-24,-1.5,-4,1
2019-01-25,2.5,1,4
2019-01-26,6.5,5,8
2019-01-27,7,6,8
2019-01-28,4,2,6
2019-01-29,3,1,5
2019-01-30,1.5,1,2
2019-01-31,0,-1,1
2019-02-01,4.5,3,6
2019-02-02,4,3,5
2019-02-03,4.5,1,8
2019-02-04,2.5,1,4
2019-02-05,4.5,1,8
2019-02-06,6.5,4,9
2019-02-07,9,8,10
2019-02-08,8,7,9
2019-02-09,9,7,11
2019-02-10,9.5,8,11
2019-02-11,6.5,4,9
2019-02-12,6,3,9
2019-02-13,6,3,9
2019-02-14,8,4,12
2019-02-15,11.5,6,17
2019-02-16,13,8,18
2019-02-17,11.5,6,17
2019-02-18,11.5,9,14
2019-02-19,9.5,7,12
2019-02-20,9,5,13
2019-02-21,13.5,8,19
2019-02-22,13.5,9,18
2019-02-23,13,9,17
2019-02-24,11,7,15
2019-02-25,13,8,18
2019-02-26,15,10,20
2019-02-27,17.5,12,23
2019-02-28,12.5,10,15
2019-03-01,11,10,12
2019-03-02,10.5,8,13
2019-03-03,12.5,11,14
2019-03-04,10.5,9,12
2019-03-05,8.5,6,11
2019-03-06,11,10,12
2019-03-07,10,8,12
2019-03-08,8.5,5,12
2019-03-09,11.5,10,13
2019-03-10,12,11,13
2019-03-11,8,6,10
2019-03-12,9,5,13
2019-03-13,8,5,11
2019-03-14,9.5,7,12
2019-03-15,12.5,12,13
2019-03-16,12,10,14
2019-03-17,9.5,9,10
2019-03-18,7.5,4,11
2019-03-19,9.5,5,14
2019-03-20,10.5,7,14
2019-03-21,12.5,8,17
2019-03-22,16,11,21
2019-03-23,12.5,10,15
2019-03-24,10.5,7,14
2019-03-25,8.5,6,11
2019-03-26,9,5,13
2019-03-27,8.5,5,12
2019-03-28,9.5,6,13
2019-03-29,13,8,18
2019-03-30,14.5,9,20
2019-03-31,16,12,20
2019-04-01,14.5,9,20
2019-04-02,14.5,12,17
2019-04-03,8,5,11
2019-04-04,8,4,12
2019-04-05,8.5,4,13
2019-04-06,11,5,17
2019-04-07,12,9,15
2019-04-08,13,9,17
2019-04-09,12.5,10,15
2019-04-10,11.5,9,14
2019-04-11,9,5,13
2019-04-12,8,5,11
2019-04-13,6.5,3,10
2019-04-14,6,2,10
2019-04-15,9.5,4,15
2019-04-16,11.5,10,13
2019-04-17,13,8,18
2019-04-18,16.5,11,22
2019-04-19,18.5,13,24
2019-04-20,19,14,24
2019-04-21,20.5,17,24
2019-04-22,20,15,25
2019-04-23,18,14,22
2019-04-24,15.5,14,17
2019-04-25,13,11,15
2019-04-26,13,9,17
2019-04-27,11.5,10,13
2019-04-28,9.5,7,12
2019-04-29,12.5,8,17
2019-04-30,13,9,17
2019-05-01,15,9,21
2019-05-02,13,11,15
2019-05-03,13,9,17
2019-05-04,8,6,10
2019-05-05,8,5,11
2019-05-06,11,7,15
2019-05-07,11.5,8,15
2019-05-08,13,10,16
2019-05-09,13.5,11,16
2019-05-10,13.5,10,17
2019-05-11,12.5,9,16
2019-05-12,11,7,15
2019-05-13,12,8,16
2019-05-14,13,9,17
2019-05-15,14,11,17
2019-05-16,13,10,16
2019-05-17,15.5,11,20
2019-05-18,15.5,12,19
2019-05-19,16.5,13,20
2019-05-20,14.5,11,18
2019-05-21,16,12,20
2019-05-22,18,14,22
2019-05-23,19,15,23
2019-05-24,18,14,22
2019-05-25,17.5,14,21
2019-05-26,17.5,14,21
2019-05-27,16.5,14,19
2019-05-28,14,11,17
2019-05-29,15.5,12,19
2019-05-30,17,14,20
2019-05-31,19.5,16,23
2019-06-01,24.5,19,30
2019-06-02,25.5,21,30
2019-06-03,19.5,18,21
2019-06-04,21.5,17,26
2019-06-05,15,13,17
2019-06-06,15.5,11,20
2019-06-07,15.5,14,17
2019-06-08,15,12,18
2019-06-09,18,14,22
2019-06-10,16.5,14,19
2019-06-11,15,12,18
2019-06-12,15,12,18
2019-06-13,16,12,20
2019-06-14,19,15,23
2019-06-15,18,15,21
2019-06-16,18,14,22
2019-06-17,22,18,26
2019-06-18,23,19,27
2019-06-19,22,20,24
2019-06-20,18,15,21
2019-06-21,18,14,22
2019-06-22,19,14,24
2019-06-23,22.5,18,27
2019-06-24,26,22,30
2019-06-25,27.5,23,32
2019-06-26,27,22,32
2019-06-27,25.5,21,30
2019-06-28,24.5,19,30
2019-06-29,28,22,34
2019-06-30,24,20,28
2019-07-01,21,17,25
2019-07-02,20,15,25
2019-07-03,19.5,15,24
2019-07-04,21.5,15,28
2019-07-05,25,19,31
2019-07-06,25.5,21,30
2019-07-07,21,17,25
2019-07-08,18,14,22
2019-07-09,18,13,23
2019-07-10,22,17,27
2019-07-11,23.5,20,27
2019-07-12,21,17,25
2019-07-13,21,18,24
2019-07-14,17.5,14,21
2019-07-15,18.5,13,24
2019-07-16,21,16,26
2019-07-17,23.5,18,29
2019-07-18,21,17,25
2019-07-19,22,17,27
2019-07-20,23,20,26
2019-07-21,23.5,17,30
2019-07-22,29,23,35
2019-07-23,30.5,24,37
2019-07-24,33,27,39
2019-07-25,34.5,28,41
2019-07-26,26.5,22,31
2019-07-27,20,17,23
2019-07-28,19.5,16,23
2019-07-29,23.5,18,29
2019-07-30,21.5,18,25
2019-07-31,20,16,24
2019-08-01,22.5,18,27
2019-08-02,23,18,28
2019-08-03,20.5,16,25
2019-08-04,25.5,20,31
2019-08-05,23,19,27
2019-08-06,21,19,23
2019-08-07,21.5,18,25
2019-08-08,24,19,29
2019-08-09,25,23,27
2019-08-10,21.5,19,24
2019-08-11,18.5,16,21
2019-08-12,19.5,16,23
2019-08-13,17.5,14,21
2019-08-14,19.5,15,24
2019-08-15,19.5,17,22
2019-08-16,20,16,24
2019-08-17,18.5,17,20
2019-08-18,21.5,20,23
2019-08-19,19.5,16,23
2019-08-20,19,16,22
2019-08-21,20,15,25
2019-08-22,22.5,17,28
2019-08-23,23,17,29
2019-08-24,25,18,32
2019-08-25,29.5,23,36
2019-08-26,29,24,34
2019-08-27,28,22,34
2019-08-28,25,21,29
2019-08-29,22,18,26
2019-08-30,23,18,28
2019-08-31,24.5,19,30
2019-09-01,19,16,22
2019-09-02,18.5,14,23
2019-09-03,20,15,25
2019-09-04,20,16,24
2019-09-05,16,12,20
2019-09-06,16.5,11,22
2019-09-07,16.5,13,20
2019-09-08,14.5,10,19
2019-09-09,15.5,11,20
2019-09-10,17.5,12,23
2019-09-11,19,14,24
2019-09-12,19.5,16,23
2019-09-13,20,16,24
2019-09-14,21,14,28
2019-09-15,25,19,31
2019-09-16,21,15,27
2019-09-17,19.5,15,24
2019-09-18,14.5,10,19
2019-09-19,15,10,20
2019-09-20,17,11,23
2019-09-21,21,14,28
2019-09-22,19.5,18,21
2019-09-23,17.5,13,22
2019-09-24,18.5,16,21
2019-09-25,17,15,19
2019-09-26,19,17,21
2019-09-27,18,15,21
2019-09-28,16,13,19
2019-09-29,17,14,20
2019-09-30,16,12,20
2019-10-01,20,18,22
2019-10-02,14.5,13,16
2019-10-03,12,8,16
2019-10-04,15.5,15,16
2019-10-05,14.5,13,16
2019-10-06,16,14,18
2019-10-07,14.5,12,17
2019-10-08,14.5,14,15
2019-10-09,13,11,15
2019-10-10,15,11,19
2019-10-11,16,12,20
2019-10-12,16.5,13,20
2019-10-13,20.5,16,25
2019-10-14,19.5,15,24
2019-10-15,15.5,14,17
2019-10-16,13.5,13,14
2019-10-17,15,13,17
2019-10-18,15,14,16
2019-10-19,14.5,13,16
2019-10-20,12,11,13
2019-10-21,13,11,15
2019-10-22,12.5,9,16
2019-10-23,14,12,16
2019-10-24,16,14,18
2019-10-25,14.5,12,17
2019-10-26,17,14,20
2019-10-27,11.5,8,15
2019-10-28,9,7,11
2019-10-29,9,8,10
2019-10-30,8.5,8,9
2019-10-31,9.5,9,10
2019-11-01,13.5,11,16
2019-11-02,14.5,13,16
2019-11-03,13,12,14
2019-11-04,12.5,11,14
2019-11-05,11,9,13
2019-11-06,10.5,8,13
2019-11-07,10,9,11
2019-11-08,7.5,5,10
2019-11-09,8,6,10
2019-11-10,7,6,8
2019-11-11,7,5,9
2019-11-12,7.5,7,8
2019-11-13,7.5,6,9
2019-11-14,6.5,5,8
2019-11-15,4.5,4,5
2019-11-16,6.5,6,7
2019-11-17,6,5,7
2019-11-18,5.5,4,7
2019-11-19,6.5,5,8
2019-11-20,5,3,7
2019-11-21,6.5,4,9
2019-11-22,9,7,11
2019-11-23,11,10,12
2019-11-24,10,8,12
2019-11-25,8.5,7,10
2019-11-26,11.5,10,13
2019-11-27,11,10,12
2019-11-28,11,10,12
2019-11-29,8.5,8,9
2019-11-30,6.5,5,8
2019-12-01,3.5,3,4
2019-12-02,4,1,7
2019-12-03,6,2,10
2019-12-04,4.5,2,7
2019-12-05,6,5,7
2019-12-06,4.5,3,6
2019-12-07,8,7,9
2019-12-08,11,10,12
2019-12-09,9,8,10
2019-12-10,6,4,8
2019-12-11,7,6,8
2019-12-12,5,3,7
2019-12-13,8,7,9
2019-12-14,9,8,10
2019-12-15,10.5,9,12
2019-12-16,10,9,11
2019-12-17,12.5,11,14
2019-12-18,9,7,11
2019-12-19,11.5,10,13
2019-12-20,12.5,11,14
2019-12-21,9,8,10
2019-12-22,9.5,9,10
2019-12-23,9.5,9,10
2019-12-24,11.5,11,12
2019-12-25,9,8,10
2019-12-26,7.5,5,10
2019-12-27,9.5,8,11
2019-12-28,6.5,5,8
2019-12-29,4.5,3,6
2019-12-30,7,4,10
2019-12-31,5.5,4,7
2020-01-01,4.5,3,6
2020-01-02,7.5,6,9
2020-01-03,10,9,11
2020-01-04,7,6,8
2020-01-05,8,7,9
2020-01-06,6,4,8
2020-01-07,8,6,10
2020-01-08,11.5,11,12
2020-01-09,12,11,13
2020-01-10,8.5,8,9
2020-01-11,6.5,5,8
2020-01-12,6.5,5,8
2020-01-13,8,7,9
2020-01-14,7.5,5,10
2020-01-15,10,9,11
2020-01-16,8.5,6,11
2020-01-17,10.5,10,11
2020-01-18,6,5,7
2020-01-19,5,3,7
2020-01-20,4.5,3,6
2020-01-21,5,3,7
2020-01-22,4,1,7
2020-01-23,6,3,9
2020-01-24,5,2,8
2020-01-25,6,4,8
2020-01-26,6.5,4,9
2020-01-27,9.5,9,10
2020-01-28,6.5,5,8
2020-01-29,6,4,8
2020-01-30,8.5,6,11
2020-01-31,12,11,13
2020-02-01,13,12,14
2020-02-02,13,12,14
2020-02-03,11.5,10,13
2020-02-04,7.5,6,9
2020-02-05,7.5,6,9
2020-02-06,8.5,5,12
2020-02-07,8,5,11
2020-02-08,7.5,7,8
2020-02-09,8.5,6,11
2020-02-10,10.5,8,13
2020-02-11,6.5,5,8
2020-02-12,6,4,8
2020-02-13,8,6,10
2020-02-14,9,7,11
2020-02-15,10,7,13
2020-02-16,14.5,13,16
2020-02-17,9.5,8,11
2020-02-18,8,6,10
2020-02-19,7.5,6,9
2020-02-20,9,8,10
2020-02-21,7,5,9
2020-02-22,9,6,12
2020-02-23,12.5,11,14
2020-02-24,12.5,12,13
2020-02-25,10,9,11
2020-02-26,5,3,7
2020-02-27,7.5,4,11
2020-02-28,8,7,9
2020-02-29,9.5,8,11
2020-03-01,6.5,5,8
2020-03-02,7.5,6,9
2020-03-03,6,4,8
2020-03-04,6.5,4,9
2020-03-05,9.5,8,11
2020-03-06,7,5,9
2020-03-07,7.5,5,10
2020-03-08,9,7,11
2020-03-09,8,6,10
2020-03-10,11.5,10,13
2020-03-11,15,13,17
2020-03-12,11.5,11,12
2020-03-13,8.5,6,11
2020-03-14,9,7,11
2020-03-15,10.5,7,14
2020-03-16,13,10,16
2020-03-17,11.5,9,14
2020-03-18,14,10,18
2020-03-19,15,11,19
2020-03-20,12.5,10,15
2020-03-21,8.5,7,10
2020-03-22,7,4,10
2020-03-23,6.5,2,11
2020-03-24,7.5,3,12
2020-03-25,7.5,4,11
2020-03-26,6.5,3,10
2020-03-27,8,4,12
2020-03-28,12,9,15
2020-03-29,6,4,8
2020-03-30,4,0,8
2020-03-31,6.5,3,10
2020-04-01,9.5,5,14
2020-04-02,7,4,10
2020-04-03,10.5,7,14
2020-04-04,11.5,7,16
2020-04-05,15,10,20
2020-04-06,14,11,17
2020-04-07,14,9,19
2020-04-08,17.5,12,23
2020-04-09,19.5,15,24
2020-04-10,19,15,23
2020-04-11,18.5,14,23
2020-04-12,19.5,16,23
2020-04-13,15.5,14,17
2020-04-14,8.5,4,13
2020-04-15,12.5,8,17
2020-04-16,17,12,22
2020-04-17,18.5,14,23
2020-04-18,18.5,15,22
2020-04-19,17.5,13,22
2020-04-20,15,11,19
2020-04-21,14.5,11,18
2020-04-22,15.5,11,20
2020-04-23,20,15,25
2020-04-24,22,18,26
2020-04-25,17.5,13,22
2020-04-26,18,11,25
2020-04-27,18,14,22
2020-04-28,16.5,14,19
2020-04-29,14,12,16
2020-04-30,11.5,9,14
2020-05-01,13.5,10,17
2020-05-02,12.5,9,16
2020-05-03,15,11,19
2020-05-04,18.5,14,23
2020-05-05,14,13,15
2020-05-06,16,11,21
2020-05-07,16.5,12,21
2020-05-08,18,13,23
2020-05-09,18.5,16,21
2020-05-10,19,17,21
2020-05-11,10,6,14
2020-05-12,10,6,14
2020-05-13,11.5,7,16
2020-05-14,10,6,14
2020-05-15,11.5,7,16
2020-05-16,14.5,9,20
2020-05-17,16,10,22
2020-05-18,18,13,23
2020-05-19,18.5,13,24
2020-05-20,20.5,15,26
2020-05-21,23.5,19,28
2020-05-22,22.5,20,25
2020-05-23,17.5,15,20
2020-05-24,17,13,21
2020-05-25,17.5,13,22
2020-05-26,19.5,16,23
2020-05-27,19.5,16,23
2020-05-28,18.5,14,23
2020-05-29,17.5,13,22
2020-05-30,18.5,15,22
2020-05-31,17.5,14,21
2020-06-01,19.5,15,24
2020-06-02,23,19,27
2020-06-03,20.5,18,23
2020-06-04,14.5,13,16
2020-06-05,14,11,17
2020-06-06,14,12,16
2020-06-07,15.5,11,20
2020-06-08,16.5,12,21
2020-06-09,14,11,17
2020-06-10,16.5,12,21
2020-06-11,18.5,14,23
2020-06-12,17.5,15,20
2020-06-13,18.5,14,23
2020-06-14,19,15,23
2020-06-15,19,16,22
2020-06-16,19,15,23
2020-06-17,19,16,22
2020-06-18,18,14,22
2020-06-19,18,15,21
2020-06-20,19.5,15,24
2020-06-21,19,17,21
2020-06-22,21.5,16,27
2020-06-23,23,19,27
2020-06-24,24.5,20,29
2020-06-25,26,21,31
2020-06-26,23.5,23,24
2020-06-27,21.5,19,24
2020-06-28,18.5,16,21
2020-06-29,17.5,16,19
2020-06-30,18.5,15,22
2020-07-01,21,19,23
2020-07-02,19,16,22
2020-07-03,19,15,23
2020-07-04,19,16,22
2020-07-05,21,19,23
2020-07-06,17,14,20
2020-07-07,21.5,17,26
2020-07-08,20.5,17,24
2020-07-09,24,19,29
2020-07-10,20,18,22
2020-07-11,19.5,16,23
2020-07-12,19,14,24
2020-07-13,21,16,26
2020-07-14,19.5,17,22
2020-07-15,19,17,21
2020-07-16,18.5,16,21
2020-07-17,20.5,18,23
2020-07-18,23.5,18,29
2020-07-19,24.5,19,30
2020-07-20,20,17,23
2020-07-21,20,15,25
2020-07-22,20,15,25
2020-07-23,21.5,17,26
2020-07-24,21,18,24
2020-07-25,23,20,26
2020-07-26,21,18,24
2020-07-27,24.5,19,30
2020-07-28,21.5,18,25
2020-07-29,23,18,28
2020-07-30,24,18,30
2020-07-31,30,23,37
2020-08-01,25,22,28
2020-08-02,20,17,23
2020-08-03,19.5,17,22
2020-08-04,20.5,16,25
2020-08-05,25.5,20,31
2020-08-06,28,22,34
2020-08-07,30.5,25,36
2020-08-08,31.5,26,37
2020-08-09,32,26,38
2020-08-10,31.5,25,38
2020-08-11,32.5,27,38
2020-08-12,31.5,27,36
2020-08-13,24.5,22,27
2020-08-14,22.5,21,24
2020-08-15,24.5,20,29
2020-08-16,25.5,21,30
2020-08-17,21.5,18,25
2020-08-18,22.5,19,26
2020-08-19,22,21,23
2020-08-20,26,22,30
2020-08-21,25.5,24,27
2020-08-22,21.5,18,25
2020-08-23,20,17,23
2020-08-24,19,16,22
2020-08-25,22.5,18,27
2020-08-26,21,17,25
2020-08-27,21,17,25
2020-08-28,20,17,23
2020-08-29,17.5,15,20
2020-08-30,17.5,15,20
2020-08-31,17.5,15,20
2020-09-01,16.5,14,19
2020-09-02,20,15,25
2020-09-03,21,16,26
2020-09-04,24.5,20,29
2020-09-05,19.5,17,22
